article_id,published_date,extracted_date,iso3,country,disease_code,disease_mention,relevance_score,is_epidemiological_event,host_mention,language,source_outlet,title,data_realism
PADI-0003466,2021-10-28,2021-10-29,POL,Poland,HPAI,High pathogenicity avian influenza,0.404,False,Cygnus olor (wild),en,outlet_23,[SYNTHETIC] Reports of HPAI activity in Poland,synthetic
PADI-0003467,2021-10-25,2021-10-26,HUN,Hungary,HPAI,High pathogenicity avian influenza,0.494,True,Larus spp. (wild),en,outlet_30,[SYNTHETIC] Reports of HPAI activity in Hungary,synthetic
PADI-0003468,2021-10-25,2021-10-26,ROU,Romania,HPAI,High pathogenicity avian influenza,0.62,True,Larus spp. (wild),en,outlet_20,[SYNTHETIC] Reports of HPAI activity in Romania,synthetic
PADI-0003469,2021-10-30,2021-10-31,ROU,Romania,HPAI,High pathogenicity avian influenza,0.52,True,Cygnus olor (wild),en,outlet_08,[SYNTHETIC] Reports of HPAI activity in Romania,synthetic
PADI-0003470,2021-10-29,2021-10-30,SRB,Serbia,HPAI,High pathogenicity avian influenza,0.572,True,Cygnus olor (wild),en,outlet_32,[SYNTHETIC] Reports of HPAI activity in Serbia,synthetic
PADI-0003471,2021-10-30,2021-10-31,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.953,True,Larus spp. (wild),fr,outlet_33,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003472,2021-10-29,2021-10-30,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.49,True,Cygnus olor (wild),fr,outlet_15,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003473,2021-10-28,2021-10-29,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.818,True,Larus spp. (wild),ru,outlet_26,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003474,2021-10-30,2021-10-31,MDA,Moldova,HPAI,High pathogenicity avian influenza,0.655,True,Cygnus olor (wild),en,outlet_02,[SYNTHETIC] Reports of HPAI activity in Moldova,synthetic
PADI-0003475,2021-10-26,2021-10-27,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.573,True,Anas platyrhynchos (domestic),en,outlet_36,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0003476,2021-10-30,2021-10-31,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.543,True,Larus spp. (wild),en,outlet_47,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0003477,2021-10-30,2021-10-31,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.713,True,Meleagris gallopavo (domestic),en,outlet_21,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0003478,2021-10-25,2021-10-26,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.49,True,Cygnus olor (wild),fr,outlet_11,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0003479,2021-10-26,2021-10-27,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.857,True,Meleagris gallopavo (domestic),en,outlet_42,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0003480,2021-10-25,2021-10-26,EGY,Egypt,HPAI,High pathogenicity avian influenza,0.275,False,Anas platyrhynchos (domestic),ru,outlet_36,[SYNTHETIC] Reports of HPAI activity in Egypt,synthetic
PADI-0003481,2021-10-28,2021-10-29,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.802,True,Cygnus olor (wild),en,outlet_44,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0003482,2021-10-27,2021-10-28,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.434,False,Gallus gallus (domestic),es,outlet_20,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0003483,2021-10-25,2021-10-26,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.809,True,Larus spp. (wild),en,outlet_43,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0003484,2021-11-06,2021-11-07,FRA,France,HPAI,High pathogenicity avian influenza,0.661,True,Meleagris gallopavo (domestic),fr,outlet_13,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0003485,2021-11-07,2021-11-08,FRA,France,HPAI,High pathogenicity avian influenza,0.692,True,Cygnus olor (wild),es,outlet_08,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0003486,2021-11-06,2021-11-07,DEU,Germany,HPAI,High pathogenicity avian influenza,0.766,True,Cygnus olor (wild),en,outlet_43,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0003487,2021-11-04,2021-11-05,DEU,Germany,HPAI,High pathogenicity avian influenza,0.904,True,Cygnus olor (wild),fr,outlet_04,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0003488,2021-11-01,2021-11-02,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.595,True,Meleagris gallopavo (domestic),en,outlet_19,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0003489,2021-11-06,2021-11-07,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.49,True,Cygnus olor (wild),es,outlet_10,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0003490,2021-11-07,2021-11-08,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.873,True,Cygnus olor (wild),es,outlet_06,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0003491,2021-11-02,2021-11-03,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.546,True,Meleagris gallopavo (domestic),ru,outlet_43,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0003492,2021-11-06,2021-11-07,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.649,True,Larus spp. (wild),en,outlet_23,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0003493,2021-11-07,2021-11-08,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.681,True,Larus spp. (wild),en,outlet_19,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0003494,2021-11-07,2021-11-08,BEL,Belgium,HPAI,High pathogenicity avian influenza,0.261,False,Larus spp. (wild),en,outlet_31,[SYNTHETIC] Reports of HPAI activity in Belgium,synthetic
PADI-0003495,2021-11-06,2021-11-07,ITA,Italy,HPAI,High pathogenicity avian influenza,0.695,True,Meleagris gallopavo (domestic),fr,outlet_21,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0003496,2021-11-02,2021-11-03,ITA,Italy,HPAI,High pathogenicity avian influenza,0.306,False,Gallus gallus (domestic),ru,outlet_37,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0003497,2021-11-04,2021-11-05,ESP,Spain,HPAI,High pathogenicity avian influenza,0.612,True,Cygnus olor (wild),ru,outlet_29,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0003498,2021-11-02,2021-11-03,ESP,Spain,HPAI,High pathogenicity avian influenza,0.864,True,Meleagris gallopavo (domestic),es,outlet_39,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0003499,2021-11-05,2021-11-06,ESP,Spain,HPAI,High pathogenicity avian influenza,0.408,False,Anas platyrhynchos (domestic),fr,outlet_44,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0003500,2021-11-05,2021-11-06,ESP,Spain,HPAI,High pathogenicity avian influenza,0.449,False,Anas platyrhynchos (domestic),en,outlet_12,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0003501,2021-11-02,2021-11-03,BGR,Bulgaria,HPAI,High pathogenicity avian influenza,0.563,True,Meleagris gallopavo (domestic),es,outlet_21,[SYNTHETIC] Reports of HPAI activity in Bulgaria,synthetic
PADI-0003502,2021-11-02,2021-11-03,BGR,Bulgaria,HPAI,High pathogenicity avian influenza,0.655,True,Larus spp. (wild),en,outlet_15,[SYNTHETIC] Reports of HPAI activity in Bulgaria,synthetic
PADI-0003503,2021-11-01,2021-11-02,SRB,Serbia,HPAI,High pathogenicity avian influenza,0.542,True,Anas platyrhynchos (domestic),fr,outlet_29,[SYNTHETIC] Reports of HPAI activity in Serbia,synthetic
PADI-0003504,2021-11-07,2021-11-08,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.963,True,Anas platyrhynchos (domestic),fr,outlet_06,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003505,2021-11-02,2021-11-03,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.223,False,Cygnus olor (wild),en,outlet_37,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003506,2021-11-02,2021-11-03,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.88,True,Cygnus olor (wild),en,outlet_12,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0003507,2021-11-02,2021-11-03,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.681,True,Larus spp. (wild),fr,outlet_40,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0003508,2021-11-06,2021-11-07,GEO,Georgia,HPAI,High pathogenicity avian influenza,0.532,True,Anas platyrhynchos (domestic),en,outlet_12,[SYNTHETIC] Reports of HPAI activity in Georgia,synthetic
PADI-0003509,2021-11-04,2021-11-05,ISR,Israel,HPAI,High pathogenicity avian influenza,0.61,True,Anas platyrhynchos (domestic),en,outlet_22,[SYNTHETIC] Reports of HPAI activity in Israel,synthetic
PADI-0003510,2021-11-02,2021-11-03,ISR,Israel,HPAI,High pathogenicity avian influenza,0.532,True,Gallus gallus (domestic),en,outlet_40,[SYNTHETIC] Reports of HPAI activity in Israel,synthetic
PADI-0003511,2021-11-07,2021-11-08,EGY,Egypt,HPAI,High pathogenicity avian influenza,0.915,True,Gallus gallus (domestic),fr,outlet_26,[SYNTHETIC] Reports of HPAI activity in Egypt,synthetic
PADI-0003512,2021-11-06,2021-11-07,EGY,Egypt,HPAI,High pathogenicity avian influenza,0.714,True,Cygnus olor (wild),fr,outlet_41,[SYNTHETIC] Reports of HPAI activity in Egypt,synthetic
PADI-0003513,2021-11-07,2021-11-08,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.662,True,Meleagris gallopavo (domestic),ru,outlet_30,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0003514,2021-11-01,2021-11-02,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.654,True,Meleagris gallopavo (domestic),es,outlet_20,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0003515,2021-11-02,2021-11-03,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.644,True,Anas platyrhynchos (domestic),en,outlet_24,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0003516,2021-11-01,2021-11-02,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.644,True,Gallus gallus (domestic),en,outlet_34,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0003517,2021-11-06,2021-11-07,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.528,True,Meleagris gallopavo (domestic),ru,outlet_35,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0003518,2021-11-07,2021-11-08,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.329,False,Larus spp. (wild),en,outlet_39,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0003519,2021-11-06,2021-11-07,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.847,True,Cygnus olor (wild),es,outlet_20,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0003520,2021-11-14,2021-11-15,FRA,France,HPAI,High pathogenicity avian influenza,0.673,True,Anas platyrhynchos (domestic),fr,outlet_02,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0003521,2021-11-11,2021-11-12,FRA,France,HPAI,High pathogenicity avian influenza,0.821,True,Gallus gallus (domestic),en,outlet_27,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0003522,2021-11-08,2021-11-09,FRA,France,HPAI,High pathogenicity avian influenza,0.285,False,Cygnus olor (wild),ru,outlet_06,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0003523,2021-11-14,2021-11-15,FRA,France,HPAI,High pathogenicity avian influenza,0.776,True,Meleagris gallopavo (domestic),en,outlet_01,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0003524,2021-11-09,2021-11-10,FRA,France,HPAI,High pathogenicity avian influenza,0.861,True,Larus spp. (wild),ru,outlet_28,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0003525,2021-11-09,2021-11-10,FRA,France,HPAI,High pathogenicity avian influenza,0.786,True,Cygnus olor (wild),en,outlet_47,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0003526,2021-11-10,2021-11-11,DEU,Germany,HPAI,High pathogenicity avian influenza,0.775,True,Anas platyrhynchos (domestic),en,outlet_06,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0003527,2021-11-14,2021-11-15,DEU,Germany,HPAI,High pathogenicity avian influenza,0.86,True,Meleagris gallopavo (domestic),en,outlet_03,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0003528,2021-11-14,2021-11-15,DEU,Germany,HPAI,High pathogenicity avian influenza,0.684,True,Meleagris gallopavo (domestic),fr,outlet_27,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0003529,2021-11-09,2021-11-10,DEU,Germany,HPAI,High pathogenicity avian influenza,0.882,True,Gallus gallus (domestic),en,outlet_04,[SYNTHETIC] Reports of HPAI activity in Germany,synthetic
PADI-0003530,2021-11-08,2021-11-09,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.736,True,Cygnus olor (wild),ru,outlet_17,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0003531,2021-11-13,2021-11-14,NLD,Netherlands,HPAI,High pathogenicity avian influenza,0.843,True,Anas platyrhynchos (domestic),en,outlet_43,[SYNTHETIC] Reports of HPAI activity in Netherlands,synthetic
PADI-0003532,2021-11-13,2021-11-14,BEL,Belgium,HPAI,High pathogenicity avian influenza,0.617,True,Cygnus olor (wild),fr,outlet_39,[SYNTHETIC] Reports of HPAI activity in Belgium,synthetic
PADI-0003533,2021-11-13,2021-11-14,BEL,Belgium,HPAI,High pathogenicity avian influenza,0.75,True,Cygnus olor (wild),en,outlet_42,[SYNTHETIC] Reports of HPAI activity in Belgium,synthetic
PADI-0003534,2021-11-10,2021-11-11,ITA,Italy,HPAI,High pathogenicity avian influenza,0.49,True,Meleagris gallopavo (domestic),fr,outlet_46,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0003535,2021-11-12,2021-11-13,ITA,Italy,HPAI,High pathogenicity avian influenza,0.344,False,Larus spp. (wild),en,outlet_04,[SYNTHETIC] Reports of HPAI activity in Italy,synthetic
PADI-0003536,2021-11-11,2021-11-12,ESP,Spain,HPAI,High pathogenicity avian influenza,0.284,False,Meleagris gallopavo (domestic),ru,outlet_35,[SYNTHETIC] Reports of HPAI activity in Spain,synthetic
PADI-0003537,2021-11-08,2021-11-09,POL,Poland,HPAI,High pathogenicity avian influenza,0.87,True,Cygnus olor (wild),en,outlet_43,[SYNTHETIC] Reports of HPAI activity in Poland,synthetic
PADI-0003538,2021-11-08,2021-11-09,HUN,Hungary,HPAI,High pathogenicity avian influenza,0.851,True,Cygnus olor (wild),en,outlet_25,[SYNTHETIC] Reports of HPAI activity in Hungary,synthetic
PADI-0003539,2021-11-12,2021-11-13,ROU,Romania,HPAI,High pathogenicity avian influenza,0.571,True,Meleagris gallopavo (domestic),en,outlet_04,[SYNTHETIC] Reports of HPAI activity in Romania,synthetic
PADI-0003540,2021-11-10,2021-11-11,SRB,Serbia,HPAI,High pathogenicity avian influenza,0.375,False,Larus spp. (wild),fr,outlet_37,[SYNTHETIC] Reports of HPAI activity in Serbia,synthetic
PADI-0003541,2021-11-12,2021-11-13,SRB,Serbia,HPAI,High pathogenicity avian influenza,0.66,True,Meleagris gallopavo (domestic),en,outlet_30,[SYNTHETIC] Reports of HPAI activity in Serbia,synthetic
PADI-0003542,2021-11-14,2021-11-15,SRB,Serbia,HPAI,High pathogenicity avian influenza,0.389,False,Cygnus olor (wild),en,outlet_45,[SYNTHETIC] Reports of HPAI activity in Serbia,synthetic
PADI-0003543,2021-11-13,2021-11-14,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.384,False,Gallus gallus (domestic),en,outlet_40,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003544,2021-11-10,2021-11-11,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.905,True,Cygnus olor (wild),es,outlet_31,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003545,2021-11-08,2021-11-09,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.841,True,Meleagris gallopavo (domestic),es,outlet_24,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003546,2021-11-12,2021-11-13,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.591,True,Larus spp. (wild),fr,outlet_05,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003547,2021-11-09,2021-11-10,UKR,Ukraine,HPAI,High pathogenicity avian influenza,0.406,False,Cygnus olor (wild),en,outlet_19,[SYNTHETIC] Reports of HPAI activity in Ukraine,synthetic
PADI-0003548,2021-11-10,2021-11-11,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.661,True,Gallus gallus (domestic),en,outlet_10,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0003549,2021-11-08,2021-11-09,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.821,True,Cygnus olor (wild),fr,outlet_15,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0003550,2021-11-12,2021-11-13,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.802,True,Larus spp. (wild),fr,outlet_06,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0003551,2021-11-09,2021-11-10,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.53,True,Larus spp. (wild),en,outlet_43,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0003552,2021-11-12,2021-11-13,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.677,True,Gallus gallus (domestic),en,outlet_45,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0003553,2021-11-13,2021-11-14,RUS,Russian Federation,HPAI,High pathogenicity avian influenza,0.929,True,Anas platyrhynchos (domestic),es,outlet_23,[SYNTHETIC] Reports of HPAI activity in Russian Federation,synthetic
PADI-0003554,2021-11-12,2021-11-13,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.702,True,Cygnus olor (wild),en,outlet_41,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0003555,2021-11-09,2021-11-10,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.86,True,Larus spp. (wild),ru,outlet_38,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0003556,2021-11-09,2021-11-10,TUR,Türkiye,HPAI,High pathogenicity avian influenza,0.392,False,Anas platyrhynchos (domestic),es,outlet_24,[SYNTHETIC] Reports of HPAI activity in Türkiye,synthetic
PADI-0003557,2021-11-10,2021-11-11,GEO,Georgia,HPAI,High pathogenicity avian influenza,0.193,False,Cygnus olor (wild),ru,outlet_20,[SYNTHETIC] Reports of HPAI activity in Georgia,synthetic
PADI-0003558,2021-11-10,2021-11-11,ISR,Israel,HPAI,High pathogenicity avian influenza,0.596,True,Meleagris gallopavo (domestic),es,outlet_27,[SYNTHETIC] Reports of HPAI activity in Israel,synthetic
PADI-0003559,2021-11-11,2021-11-12,ISR,Israel,HPAI,High pathogenicity avian influenza,0.626,True,Anas platyrhynchos (domestic),en,outlet_04,[SYNTHETIC] Reports of HPAI activity in Israel,synthetic
PADI-0003560,2021-11-08,2021-11-09,ISR,Israel,HPAI,High pathogenicity avian influenza,0.461,True,Meleagris gallopavo (domestic),fr,outlet_23,[SYNTHETIC] Reports of HPAI activity in Israel,synthetic
PADI-0003561,2021-11-11,2021-11-12,EGY,Egypt,HPAI,High pathogenicity avian influenza,0.728,True,Gallus gallus (domestic),en,outlet_16,[SYNTHETIC] Reports of HPAI activity in Egypt,synthetic
PADI-0003562,2021-11-10,2021-11-11,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.725,True,Cygnus olor (wild),fr,outlet_24,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0003563,2021-11-08,2021-11-09,TUN,Tunisia,HPAI,High pathogenicity avian influenza,0.38,False,Cygnus olor (wild),es,outlet_37,[SYNTHETIC] Reports of HPAI activity in Tunisia,synthetic
PADI-0003564,2021-11-09,2021-11-10,MAR,Morocco,HPAI,High pathogenicity avian influenza,0.547,True,Larus spp. (wild),en,outlet_14,[SYNTHETIC] Reports of HPAI activity in Morocco,synthetic
PADI-0003565,2021-11-19,2021-11-20,FRA,France,HPAI,High pathogenicity avian influenza,0.749,True,Meleagris gallopavo (domestic),en,outlet_06,[SYNTHETIC] Reports of HPAI activity in France,synthetic
PADI-0003566,2021-11-20,2021-11-21,FRA,France,HPAI,High pathogenicity avian influenza,0.343,False,Larus spp. (wild),fr,outlet_12,[SYNTHETIC] Reports of HPAI activity in France,synthetic
