event_id,outbreak_id,report_type,report_number,disease,disease_code,serotype,country,iso3,admin1,locality,latitude,longitude,location_precision,start_date,date_of_suspicion,date_of_confirmation,date_of_notification,date_of_publication,event_status,diagnosis,species,host_category,is_wild,outbreaks,susceptible,cases,deaths,killed_and_disposed,is_first_occurrence,control_measures,data_realism
WAHIS-ASF-DEU-2020-06-29,WAHIS-ASF-DEU-2020-06-29-07,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R7,Germany locality 144,48.6155,9.6175,point,2020-06-30,2020-07-02,2020-07-03,2020-07-08,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1927,362,319,512,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2020-06-15,WAHIS-ASF-FRA-2020-06-15-03,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R1,France locality 135,46.6523,7.1772,point,2020-06-20,2020-06-28,2020-07-01,2020-07-08,2020-07-11,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1027,190,171,235,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2020-06-29,WAHIS-ASF-FRA-2020-06-29-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R9,France locality 128,45.7176,3.4746,point,2020-06-29,2020-07-01,2020-07-06,2020-07-09,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,123,30,27,44,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2020-06-29,WAHIS-ASF-FRA-2020-06-29-07,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R5,France locality 133,45.5781,-1.1423,point,2020-06-30,2020-07-03,2020-07-06,2020-07-07,2020-07-11,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,332,42,32,66,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-HUN-2020-05-25,WAHIS-ASF-HUN-2020-05-25-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Hungary,HUN,HUN-R9,Hungary locality 35,47.7803,20.9346,point,2020-05-29,2020-06-26,2020-06-30,2020-07-10,2020-07-11,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,636,93,77,117,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-HUN-2020-06-08,WAHIS-ASF-HUN-2020-06-08-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Hungary,HUN,HUN-R3,Hungary locality 101,46.6389,20.1362,point,2020-06-11,2020-06-24,2020-07-01,2020-07-07,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,286,47,43,61,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ITA-2020-06-15,WAHIS-ASF-ITA-2020-06-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Italy,ITA,ITA-R5,Italy locality 166,44.2501,15.5187,point,2020-06-19,2020-06-25,2020-07-02,2020-07-06,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,339,216,190,288,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2020-06-22,WAHIS-ASF-NLD-2020-06-22-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R9,Netherlands locality 20,51.5419,6.6836,point,2020-06-24,2020-07-01,2020-07-08,2020-07-09,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,289,35,30,46,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2020-06-22,WAHIS-ASF-NLD-2020-06-22-06,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R4,Netherlands locality 24,51.2269,5.2019,point,2020-06-26,2020-07-03,2020-07-07,2020-07-09,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,974,280,245,390,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2020-06-29,WAHIS-ASF-NLD-2020-06-29-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R5,Netherlands locality 151,53.0483,5.8489,point,2020-07-01,2020-07-03,2020-07-05,2020-07-08,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,137,48,44,64,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-POL-2020-06-22,WAHIS-ASF-POL-2020-06-22-06,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Poland,POL,POL-R1,Poland locality 75,52.4328,18.5819,point,2020-06-27,2020-07-03,2020-07-07,2020-07-09,2020-07-11,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,585,100,89,129,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-POL-2020-06-22,WAHIS-ASF-POL-2020-06-22-07,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Poland,POL,POL-R2,Poland locality 76,54.0027,16.4654,point,2020-06-22,2020-06-25,2020-07-01,2020-07-09,2020-07-11,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,204,51,42,71,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-POL-2020-06-29,WAHIS-ASF-POL-2020-06-29-08,follow_up_report,3,African swine fever virus (Inf. with),ASF,genotype II,Poland,POL,POL-R6,Poland locality 206,50.0457,20.4386,point,2020-07-01,2020-07-02,2020-07-05,2020-07-08,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,170,19,18,32,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2020-06-29,WAHIS-ASF-ROU-2020-06-29-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R8,Romania locality 217,47.4867,26.148,point,2020-06-30,2020-07-04,2020-07-06,2020-07-10,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,567,236,196,321,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2020-07-06,WAHIS-ASF-ROU-2020-07-06-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R3,Romania locality 152,47.1169,24.0692,point,2020-07-06,2020-07-08,2020-07-09,2020-07-09,2020-07-11,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,251,65,58,94,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2020-06-22,WAHIS-ASF-SRB-2020-06-22-05,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R6,Serbia locality 107,45.2519,20.3102,point,2020-06-24,2020-07-02,2020-07-04,2020-07-06,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,479,116,103,165,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2020-06-29,WAHIS-ASF-SRB-2020-06-29-09,follow_up_report,3,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R5,Serbia locality 1,44.8198,20.7531,point,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,621,100,86,133,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-UKR-2020-06-08,WAHIS-ASF-UKR-2020-06-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Ukraine,UKR,UKR-R2,Ukraine locality 127,46.8675,35.5258,point,2020-06-13,2020-07-01,2020-07-02,2020-07-08,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,56,36,28,42,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-UKR-2020-06-08,WAHIS-ASF-UKR-2020-06-08-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Ukraine,UKR,UKR-R3,Ukraine locality 128,50.9238,26.5693,point,2020-06-12,2020-06-27,2020-07-05,2020-07-10,2020-07-11,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,130,40,37,56,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2020-06-22,WAHIS-ASF-BEL-2020-06-22-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R6,Belgium locality 35,50.2794,4.6879,point,2020-06-27,2020-07-03,2020-07-09,2020-07-10,2020-07-12,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1366,194,171,259,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2020-06-29,WAHIS-ASF-DEU-2020-06-29-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R2,Germany locality 139,52.3244,12.4543,point,2020-07-03,2020-07-05,2020-07-06,2020-07-10,2020-07-12,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,129,60,51,81,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2020-06-29,WAHIS-ASF-DEU-2020-06-29-05,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R5,Germany locality 142,51.6034,9.0605,point,2020-07-01,2020-07-07,2020-07-08,2020-07-10,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,131,92,86,120,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2020-06-29,WAHIS-ASF-DEU-2020-06-29-10,follow_up_report,3,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R1,Germany locality 147,50.2724,12.9163,point,2020-07-03,2020-07-05,2020-07-09,2020-07-10,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,5,3,2,3,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2020-06-29,WAHIS-ASF-ESP-2020-06-29-08,follow_up_report,3,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R6,Spain locality 197,40.6597,0.2124,point,2020-07-05,2020-07-08,2020-07-09,2020-07-11,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,635,232,206,300,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2020-06-22,WAHIS-ASF-FRA-2020-06-22-07,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R3,France locality 5,46.5965,1.5478,point,2020-06-25,2020-06-26,2020-07-01,2020-07-09,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1315,237,203,301,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-HUN-2020-06-08,WAHIS-ASF-HUN-2020-06-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Hungary,HUN,HUN-R2,Hungary locality 100,46.3673,18.5185,point,2020-06-12,2020-06-25,2020-06-29,2020-07-08,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,64,30,29,40,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ITA-2020-06-22,WAHIS-ASF-ITA-2020-06-22-11,follow_up_report,3,African swine fever virus (Inf. with),ASF,genotype II,Italy,ITA,ITA-R2,Italy locality 58,41.449,9.7091,point,2020-06-24,2020-07-02,2020-07-04,2020-07-10,2020-07-12,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1759,208,174,277,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2020-06-22,WAHIS-ASF-NLD-2020-06-22-14,follow_up_report,4,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R3,Netherlands locality 32,51.4757,4.9845,point,2020-06-22,2020-07-01,2020-07-06,2020-07-09,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,377,50,48,58,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2020-06-22,WAHIS-ASF-NLD-2020-06-22-15,follow_up_report,4,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R4,Netherlands locality 33,51.3118,6.3267,point,2020-06-23,2020-07-03,2020-07-04,2020-07-10,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,269,73,65,103,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2020-06-29,WAHIS-ASF-NLD-2020-06-29-04,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R7,Netherlands locality 153,51.6448,5.6746,point,2020-07-02,2020-07-09,2020-07-10,2020-07-11,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,489,99,85,130,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2020-06-29,WAHIS-ASF-NLD-2020-06-29-10,follow_up_report,3,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R4,Netherlands locality 159,51.5436,5.7161,point,2020-06-29,2020-07-03,2020-07-03,2020-07-11,2020-07-12,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,2997,341,295,458,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-POL-2020-06-29,WAHIS-ASF-POL-2020-06-29-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Poland,POL,POL-R7,Poland locality 198,52.9281,23.2425,point,2020-06-29,2020-07-03,2020-07-05,2020-07-09,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1213,154,140,202,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2020-06-22,WAHIS-ASF-ROU-2020-06-22-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R6,Romania locality 89,44.9315,25.763,point,2020-06-23,2020-06-28,2020-07-01,2020-07-10,2020-07-12,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1200,274,239,366,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2020-06-22,WAHIS-ASF-RUS-2020-06-22-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R5,Russian Federation locality 115,50.716,43.756,point,2020-06-26,2020-07-02,2020-07-06,2020-07-08,2020-07-12,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,242,82,72,114,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-TUR-2020-06-22,WAHIS-ASF-TUR-2020-06-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Türkiye,TUR,TUR-R8,Türkiye locality 118,43.068,33.6964,point,2020-06-28,2020-07-02,2020-07-04,2020-07-09,2020-07-12,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,690,103,91,135,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BGR-2020-06-15,WAHIS-ASF-BGR-2020-06-15-05,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Bulgaria,BGR,BGR-R7,Bulgaria locality 213,43.803,24.3188,point,2020-06-19,2020-06-30,2020-07-06,2020-07-10,2020-07-13,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1596,178,150,232,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BGR-2020-07-06,WAHIS-ASF-BGR-2020-07-06-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Bulgaria,BGR,BGR-R4,Bulgaria locality 162,42.6473,24.6459,point,2020-07-08,2020-07-10,2020-07-11,2020-07-11,2020-07-13,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,288,34,32,48,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BGR-2020-07-06,WAHIS-ASF-BGR-2020-07-06-04,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Bulgaria,BGR,BGR-R8,Bulgaria locality 166,41.8598,24.8306,point,2020-07-06,2020-07-09,2020-07-09,2020-07-10,2020-07-13,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1131,149,129,201,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2020-06-22,WAHIS-ASF-DEU-2020-06-22-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R6,Germany locality 8,48.5888,10.4196,point,2020-06-24,2020-07-03,2020-07-08,2020-07-11,2020-07-13,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,419,80,72,112,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2020-06-29,WAHIS-ASF-DEU-2020-06-29-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R1,Germany locality 138,50.2544,10.8027,point,2020-06-30,2020-07-02,2020-07-08,2020-07-10,2020-07-13,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,261,103,91,131,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2020-06-29,WAHIS-ASF-DEU-2020-06-29-08,follow_up_report,3,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R8,Germany locality 145,53.7373,10.1322,point,2020-07-05,2020-07-08,2020-07-11,2020-07-11,2020-07-13,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1125,147,139,193,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-HUN-2020-06-22,WAHIS-ASF-HUN-2020-06-22-06,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Hungary,HUN,HUN-R3,Hungary locality 86,46.3443,18.3069,point,2020-06-28,2020-06-30,2020-07-02,2020-07-07,2020-07-13,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,408,81,72,119,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ITA-2020-06-22,WAHIS-ASF-ITA-2020-06-22-12,follow_up_report,4,African swine fever virus (Inf. with),ASF,genotype II,Italy,ITA,ITA-R3,Italy locality 59,40.8428,13.1974,point,2020-06-27,2020-07-01,2020-07-02,2020-07-07,2020-07-13,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,3244,454,409,626,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ITA-2020-06-29,WAHIS-ASF-ITA-2020-06-29-06,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Italy,ITA,ITA-R7,Italy locality 180,41.6398,9.4871,point,2020-07-02,2020-07-05,2020-07-07,2020-07-09,2020-07-13,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1000,189,164,245,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2020-06-22,WAHIS-ASF-NLD-2020-06-22-09,follow_up_report,3,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R7,Netherlands locality 27,52.9909,6.0807,point,2020-06-25,2020-07-01,2020-07-04,2020-07-09,2020-07-13,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,113,27,22,41,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2020-06-29,WAHIS-ASF-NLD-2020-06-29-05,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R8,Netherlands locality 154,51.983,3.9596,point,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-13,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,577,259,221,355,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-POL-2020-06-29,WAHIS-ASF-POL-2020-06-29-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Poland,POL,POL-R9,Poland locality 200,53.7129,22.6448,point,2020-07-01,2020-07-05,2020-07-06,2020-07-11,2020-07-13,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,646,92,75,125,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2020-06-22,WAHIS-ASF-ROU-2020-06-22-03,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R7,Romania locality 90,47.0404,22.6995,point,2020-06-24,2020-07-08,2020-07-09,2020-07-12,2020-07-13,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,91,58,53,78,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2020-06-22,WAHIS-ASF-ROU-2020-06-22-05,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R9,Romania locality 92,46.5924,25.9152,point,2020-06-26,2020-07-02,2020-07-05,2020-07-09,2020-07-13,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,307,150,132,198,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2020-06-15,WAHIS-ASF-RUS-2020-06-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R5,Russian Federation locality 229,55.9039,46.0264,point,2020-06-18,2020-07-01,2020-07-07,2020-07-11,2020-07-13,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,471,144,127,185,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2020-06-15,WAHIS-ASF-SRB-2020-06-15-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R2,Serbia locality 217,44.7497,20.9971,point,2020-06-17,2020-06-22,2020-07-05,2020-07-11,2020-07-13,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,115,59,52,78,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2020-06-29,WAHIS-ASF-BEL-2020-06-29-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R7,Belgium locality 162,51.1571,5.6293,point,2020-06-30,2020-07-06,2020-07-08,2020-07-11,2020-07-14,resolved,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1427,191,167,252,False,stamping_out;movement_control;disinfection,synthetic
