signal_id,detected_date,screened_date,iso3,country,disease_code,signal_strength,verification_status,signal_type,underlying_sources,data_realism
BEACON-0001351,2022-01-08,2022-01-09,ESP,Spain,HPAI,0.622,unverified,media_cluster,media,synthetic
BEACON-0001352,2022-01-06,2022-01-07,POL,Poland,HPAI,0.195,unverified,media_cluster,media,synthetic
BEACON-0001353,2022-01-05,2022-01-05,POL,Poland,HPAI,0.605,verified,unusual_mortality,media,synthetic
BEACON-0001354,2022-01-07,2022-01-09,HUN,Hungary,HPAI,0.272,unverified,unusual_mortality,media,synthetic
BEACON-0001355,2022-01-06,2022-01-08,HUN,Hungary,HPAI,0.137,verified,media_cluster,field,synthetic
BEACON-0001356,2022-01-06,2022-01-06,BGR,Bulgaria,HPAI,0.704,unverified,media_cluster,media,synthetic
BEACON-0001357,2022-01-07,2022-01-07,BGR,Bulgaria,HPAI,0.456,unverified,media_cluster,official,synthetic
BEACON-0001358,2022-01-05,2022-01-07,BGR,Bulgaria,HPAI,0.389,unverified,trade_alert,media,synthetic
BEACON-0001359,2022-01-07,2022-01-08,MDA,Moldova,HPAI,0.572,verified,media_cluster,official,synthetic
BEACON-0001360,2022-01-04,2022-01-05,MDA,Moldova,HPAI,0.182,unverified,unusual_mortality,media,synthetic
BEACON-0001361,2022-01-07,2022-01-07,MDA,Moldova,HPAI,0.745,unverified,unusual_mortality,media,synthetic
BEACON-0001362,2022-01-06,2022-01-07,RUS,Russian Federation,HPAI,0.35,unverified,syndromic,media,synthetic
BEACON-0001363,2022-01-05,2022-01-05,TUR,Türkiye,HPAI,0.721,unverified,trade_alert,media,synthetic
BEACON-0001364,2022-01-06,2022-01-08,GEO,Georgia,HPAI,0.676,verified,trade_alert,media,synthetic
BEACON-0001365,2022-01-07,2022-01-08,GEO,Georgia,HPAI,0.351,unverified,media_cluster,official,synthetic
BEACON-0001366,2022-01-08,2022-01-09,TUN,Tunisia,HPAI,0.471,unverified,syndromic,field,synthetic
BEACON-0001367,2022-01-12,2022-01-14,FRA,France,HPAI,0.882,verified,media_cluster,media,synthetic
BEACON-0001368,2022-01-12,2022-01-13,FRA,France,HPAI,0.529,unverified,media_cluster,media,synthetic
BEACON-0001369,2022-01-11,2022-01-11,NLD,Netherlands,HPAI,0.561,unverified,media_cluster,field,synthetic
BEACON-0001370,2022-01-11,2022-01-11,POL,Poland,HPAI,0.721,verified,media_cluster,field,synthetic
BEACON-0001371,2022-01-12,2022-01-13,ROU,Romania,HPAI,0.298,unverified,unusual_mortality,media,synthetic
BEACON-0001372,2022-01-11,2022-01-12,BGR,Bulgaria,HPAI,0.48,unverified,unusual_mortality,media;official,synthetic
BEACON-0001373,2022-01-10,2022-01-12,BGR,Bulgaria,HPAI,0.178,verified,media_cluster,media,synthetic
BEACON-0001374,2022-01-13,2022-01-15,RUS,Russian Federation,HPAI,0.179,unverified,media_cluster,official,synthetic
BEACON-0001375,2022-01-14,2022-01-16,TUR,Türkiye,HPAI,0.419,unverified,unusual_mortality,media;official,synthetic
BEACON-0001376,2022-01-12,2022-01-14,TUR,Türkiye,HPAI,0.919,verified,trade_alert,official,synthetic
BEACON-0001377,2022-01-11,2022-01-12,GEO,Georgia,HPAI,0.253,unverified,syndromic,media,synthetic
BEACON-0001378,2022-01-15,2022-01-16,TUN,Tunisia,HPAI,0.82,verified,trade_alert,media,synthetic
BEACON-0001379,2022-01-13,2022-01-13,TUN,Tunisia,HPAI,0.751,unverified,unusual_mortality,official,synthetic
BEACON-0001380,2022-01-10,2022-01-12,TUN,Tunisia,HPAI,0.475,unverified,unusual_mortality,official,synthetic
BEACON-0001381,2022-01-14,2022-01-15,MAR,Morocco,HPAI,0.126,unverified,unusual_mortality,media;official,synthetic
BEACON-0001382,2022-01-13,2022-01-13,MAR,Morocco,HPAI,0.272,verified,media_cluster,media,synthetic
BEACON-0001383,2022-01-19,2022-01-21,FRA,France,HPAI,0.518,unverified,syndromic,media;official,synthetic
BEACON-0001384,2022-01-19,2022-01-19,FRA,France,HPAI,0.852,verified,unusual_mortality,media,synthetic
BEACON-0001385,2022-01-20,2022-01-21,FRA,France,HPAI,0.759,unverified,syndromic,media,synthetic
BEACON-0001386,2022-01-17,2022-01-18,BEL,Belgium,HPAI,0.912,verified,media_cluster,media;official,synthetic
BEACON-0001387,2022-01-22,2022-01-24,ITA,Italy,HPAI,1.0,unverified,media_cluster,media;official,synthetic
BEACON-0001388,2022-01-20,2022-01-22,ESP,Spain,HPAI,0.868,unverified,syndromic,media,synthetic
BEACON-0001389,2022-01-17,2022-01-17,ESP,Spain,HPAI,0.646,verified,media_cluster,media;official,synthetic
BEACON-0001390,2022-01-21,2022-01-22,ESP,Spain,HPAI,0.708,verified,unusual_mortality,official,synthetic
BEACON-0001391,2022-01-18,2022-01-19,ESP,Spain,HPAI,0.509,verified,media_cluster,official,synthetic
BEACON-0001392,2022-01-22,2022-01-23,POL,Poland,HPAI,0.36,verified,media_cluster,media,synthetic
BEACON-0001393,2022-01-22,2022-01-22,POL,Poland,HPAI,0.829,verified,media_cluster,media,synthetic
BEACON-0001394,2022-01-22,2022-01-22,ROU,Romania,HPAI,0.068,unverified,media_cluster,media;official,synthetic
BEACON-0001395,2022-01-18,2022-01-19,BGR,Bulgaria,HPAI,0.52,verified,syndromic,media,synthetic
BEACON-0001396,2022-01-18,2022-01-18,SRB,Serbia,HPAI,0.335,unverified,unusual_mortality,field,synthetic
BEACON-0001397,2022-01-20,2022-01-21,UKR,Ukraine,HPAI,0.691,verified,unusual_mortality,official,synthetic
BEACON-0001398,2022-01-21,2022-01-21,MDA,Moldova,HPAI,0.34,verified,trade_alert,media;official,synthetic
BEACON-0001399,2022-01-17,2022-01-19,TUR,Türkiye,HPAI,0.156,unverified,unusual_mortality,media,synthetic
BEACON-0001400,2022-01-19,2022-01-19,TUR,Türkiye,HPAI,0.214,unverified,media_cluster,media,synthetic
BEACON-0001401,2022-01-20,2022-01-20,EGY,Egypt,HPAI,0.512,verified,unusual_mortality,media;official,synthetic
BEACON-0001402,2022-01-21,2022-01-21,MAR,Morocco,HPAI,0.321,verified,syndromic,media,synthetic
BEACON-0001403,2022-01-25,2022-01-25,FRA,France,HPAI,0.354,verified,unusual_mortality,media,synthetic
BEACON-0001404,2022-01-29,2022-01-31,BEL,Belgium,HPAI,0.649,unverified,unusual_mortality,official,synthetic
BEACON-0001405,2022-01-25,2022-01-27,ROU,Romania,HPAI,0.343,unverified,media_cluster,media,synthetic
BEACON-0001406,2022-01-24,2022-01-25,RUS,Russian Federation,HPAI,0.148,unverified,unusual_mortality,media,synthetic
BEACON-0001407,2022-01-29,2022-01-30,TUR,Türkiye,HPAI,0.934,unverified,syndromic,media;official,synthetic
BEACON-0001408,2022-01-29,2022-01-29,GEO,Georgia,HPAI,0.764,unverified,media_cluster,media,synthetic
BEACON-0001409,2022-01-29,2022-01-30,GEO,Georgia,HPAI,0.398,verified,media_cluster,media;official,synthetic
BEACON-0001410,2022-01-27,2022-01-29,EGY,Egypt,HPAI,0.356,unverified,media_cluster,media,synthetic
BEACON-0001411,2022-01-26,2022-01-26,TUN,Tunisia,HPAI,0.512,unverified,unusual_mortality,official,synthetic
BEACON-0001412,2022-01-29,2022-01-30,TUN,Tunisia,HPAI,0.599,verified,trade_alert,media;official,synthetic
BEACON-0001413,2022-01-28,2022-01-28,TUN,Tunisia,HPAI,0.601,unverified,trade_alert,media,synthetic
BEACON-0001414,2022-01-25,2022-01-25,TUN,Tunisia,HPAI,0.493,unverified,unusual_mortality,media;official,synthetic
BEACON-0001415,2022-02-02,2022-02-04,FRA,France,HPAI,0.482,unverified,media_cluster,field,synthetic
BEACON-0001416,2022-01-31,2022-01-31,NLD,Netherlands,HPAI,0.817,verified,media_cluster,media,synthetic
BEACON-0001417,2022-02-05,2022-02-06,BEL,Belgium,HPAI,0.478,unverified,trade_alert,official,synthetic
BEACON-0001418,2022-02-05,2022-02-06,BEL,Belgium,HPAI,0.12,unverified,unusual_mortality,official,synthetic
BEACON-0001419,2022-02-04,2022-02-04,ITA,Italy,HPAI,0.685,unverified,media_cluster,field,synthetic
BEACON-0001420,2022-02-05,2022-02-07,ITA,Italy,HPAI,0.829,unverified,media_cluster,media;official,synthetic
BEACON-0001421,2022-02-05,2022-02-06,ITA,Italy,HPAI,0.701,unverified,unusual_mortality,media,synthetic
BEACON-0001422,2022-01-31,2022-02-02,ITA,Italy,HPAI,0.674,verified,unusual_mortality,media,synthetic
BEACON-0001423,2022-01-31,2022-02-01,HUN,Hungary,HPAI,0.271,unverified,media_cluster,media,synthetic
BEACON-0001424,2022-02-04,2022-02-04,ROU,Romania,HPAI,0.404,unverified,unusual_mortality,media;official,synthetic
BEACON-0001425,2022-02-01,2022-02-03,SRB,Serbia,HPAI,0.554,unverified,syndromic,official,synthetic
BEACON-0001426,2022-02-02,2022-02-04,TUR,Türkiye,HPAI,0.443,unverified,unusual_mortality,media,synthetic
BEACON-0001427,2022-02-01,2022-02-03,GEO,Georgia,HPAI,0.555,verified,media_cluster,media,synthetic
BEACON-0001428,2022-02-04,2022-02-05,MAR,Morocco,HPAI,0.209,unverified,media_cluster,media;official,synthetic
BEACON-0001429,2022-02-08,2022-02-10,NLD,Netherlands,HPAI,0.46,unverified,media_cluster,media,synthetic
BEACON-0001430,2022-02-07,2022-02-09,BEL,Belgium,HPAI,0.357,unverified,unusual_mortality,media,synthetic
BEACON-0001431,2022-02-07,2022-02-08,ESP,Spain,HPAI,0.465,unverified,media_cluster,media,synthetic
BEACON-0001432,2022-02-11,2022-02-12,HUN,Hungary,HPAI,0.767,unverified,unusual_mortality,media,synthetic
BEACON-0001433,2022-02-09,2022-02-10,BGR,Bulgaria,HPAI,0.306,verified,unusual_mortality,media,synthetic
BEACON-0001434,2022-02-12,2022-02-13,SRB,Serbia,HPAI,0.286,unverified,syndromic,media;official,synthetic
BEACON-0001435,2022-02-12,2022-02-13,UKR,Ukraine,HPAI,0.436,verified,media_cluster,media,synthetic
BEACON-0001436,2022-02-11,2022-02-12,EGY,Egypt,HPAI,0.303,verified,media_cluster,media,synthetic
BEACON-0001437,2022-02-18,2022-02-19,FRA,France,HPAI,0.794,unverified,media_cluster,media,synthetic
BEACON-0001438,2022-02-19,2022-02-19,FRA,France,HPAI,0.755,verified,media_cluster,media,synthetic
BEACON-0001439,2022-02-19,2022-02-21,NLD,Netherlands,HPAI,0.636,verified,unusual_mortality,media,synthetic
BEACON-0001440,2022-02-18,2022-02-20,ITA,Italy,HPAI,0.573,unverified,media_cluster,media,synthetic
BEACON-0001441,2022-02-14,2022-02-16,HUN,Hungary,HPAI,0.289,unverified,unusual_mortality,media;official,synthetic
BEACON-0001442,2022-02-16,2022-02-16,ROU,Romania,HPAI,0.32,verified,unusual_mortality,official,synthetic
BEACON-0001443,2022-02-14,2022-02-16,UKR,Ukraine,HPAI,0.151,verified,media_cluster,field,synthetic
BEACON-0001444,2022-02-17,2022-02-18,MDA,Moldova,HPAI,0.633,unverified,unusual_mortality,official,synthetic
BEACON-0001445,2022-02-16,2022-02-18,TUR,Türkiye,HPAI,0.46,unverified,trade_alert,media,synthetic
BEACON-0001446,2022-02-18,2022-02-19,TUR,Türkiye,HPAI,0.478,verified,media_cluster,official,synthetic
BEACON-0001447,2022-02-18,2022-02-18,GEO,Georgia,HPAI,0.321,verified,syndromic,media,synthetic
BEACON-0001448,2022-02-17,2022-02-18,ISR,Israel,HPAI,0.764,unverified,unusual_mortality,official,synthetic
BEACON-0001449,2022-02-14,2022-02-14,ISR,Israel,HPAI,0.731,unverified,media_cluster,media,synthetic
BEACON-0001450,2022-02-16,2022-02-17,EGY,Egypt,HPAI,0.729,unverified,unusual_mortality,official,synthetic
BEACON-0001451,2022-02-19,2022-02-21,MAR,Morocco,HPAI,0.718,unverified,media_cluster,media;official,synthetic
BEACON-0001452,2022-02-21,2022-02-23,DEU,Germany,HPAI,0.432,unverified,syndromic,media,synthetic
BEACON-0001453,2022-02-21,2022-02-22,NLD,Netherlands,HPAI,0.051,verified,unusual_mortality,media,synthetic
BEACON-0001454,2022-02-25,2022-02-27,BEL,Belgium,HPAI,0.603,unverified,media_cluster,media;official,synthetic
BEACON-0001455,2022-02-22,2022-02-23,BEL,Belgium,HPAI,0.151,unverified,unusual_mortality,media,synthetic
BEACON-0001456,2022-02-23,2022-02-24,ESP,Spain,HPAI,0.83,unverified,media_cluster,media,synthetic
BEACON-0001457,2022-02-21,2022-02-23,ESP,Spain,HPAI,0.39,unverified,unusual_mortality,media,synthetic
BEACON-0001458,2022-02-22,2022-02-24,ESP,Spain,HPAI,0.629,unverified,trade_alert,media,synthetic
BEACON-0001459,2022-02-25,2022-02-25,HUN,Hungary,HPAI,0.624,unverified,unusual_mortality,media,synthetic
BEACON-0001460,2022-02-23,2022-02-23,HUN,Hungary,HPAI,0.433,unverified,unusual_mortality,media,synthetic
BEACON-0001461,2022-02-21,2022-02-22,UKR,Ukraine,HPAI,0.453,verified,unusual_mortality,official,synthetic
BEACON-0001462,2022-02-23,2022-02-24,MDA,Moldova,HPAI,0.576,unverified,syndromic,media;official,synthetic
BEACON-0001463,2022-02-24,2022-02-24,MDA,Moldova,HPAI,0.173,unverified,unusual_mortality,official,synthetic
BEACON-0001464,2022-02-24,2022-02-24,TUR,Türkiye,HPAI,0.486,unverified,unusual_mortality,media;official,synthetic
BEACON-0001465,2022-02-24,2022-02-25,GEO,Georgia,HPAI,0.155,verified,media_cluster,media,synthetic
BEACON-0001466,2022-02-21,2022-02-21,EGY,Egypt,HPAI,0.792,unverified,unusual_mortality,media,synthetic
BEACON-0001467,2022-02-25,2022-02-27,EGY,Egypt,HPAI,0.704,unverified,unusual_mortality,media;official,synthetic
BEACON-0001468,2022-02-23,2022-02-23,MAR,Morocco,HPAI,0.534,verified,trade_alert,media,synthetic
BEACON-0001469,2022-02-24,2022-02-26,MAR,Morocco,HPAI,0.441,unverified,unusual_mortality,official,synthetic
BEACON-0001470,2022-02-23,2022-02-25,MAR,Morocco,HPAI,0.435,unverified,media_cluster,official,synthetic
BEACON-0001471,2022-02-28,2022-02-28,ITA,Italy,HPAI,0.284,verified,unusual_mortality,field,synthetic
BEACON-0001472,2022-03-04,2022-03-05,ESP,Spain,HPAI,0.244,verified,media_cluster,media,synthetic
BEACON-0001473,2022-03-02,2022-03-03,ESP,Spain,HPAI,0.557,unverified,unusual_mortality,media;official,synthetic
BEACON-0001474,2022-03-03,2022-03-05,ESP,Spain,HPAI,0.323,verified,trade_alert,media,synthetic
BEACON-0001475,2022-02-28,2022-03-01,POL,Poland,HPAI,0.697,unverified,syndromic,official,synthetic
BEACON-0001476,2022-03-01,2022-03-01,BGR,Bulgaria,HPAI,0.217,unverified,media_cluster,media,synthetic
BEACON-0001477,2022-03-02,2022-03-02,SRB,Serbia,HPAI,0.239,unverified,syndromic,media;official,synthetic
BEACON-0001478,2022-03-03,2022-03-05,SRB,Serbia,HPAI,0.121,unverified,media_cluster,field,synthetic
BEACON-0001479,2022-03-05,2022-03-05,SRB,Serbia,HPAI,0.466,verified,unusual_mortality,media;official,synthetic
BEACON-0001480,2022-03-05,2022-03-05,SRB,Serbia,HPAI,0.542,unverified,media_cluster,media,synthetic
BEACON-0001481,2022-03-04,2022-03-04,SRB,Serbia,HPAI,0.275,verified,media_cluster,media,synthetic
BEACON-0001482,2022-03-02,2022-03-04,SRB,Serbia,HPAI,0.668,unverified,trade_alert,media,synthetic
BEACON-0001483,2022-03-04,2022-03-04,RUS,Russian Federation,HPAI,0.223,verified,media_cluster,media,synthetic
BEACON-0001484,2022-03-01,2022-03-02,EGY,Egypt,HPAI,0.646,verified,trade_alert,official,synthetic
BEACON-0001485,2022-03-01,2022-03-01,EGY,Egypt,HPAI,0.693,verified,unusual_mortality,media,synthetic
BEACON-0001486,2022-03-03,2022-03-03,TUN,Tunisia,HPAI,0.286,verified,unusual_mortality,official,synthetic
BEACON-0001487,2022-03-04,2022-03-05,TUN,Tunisia,HPAI,0.744,unverified,syndromic,field,synthetic
BEACON-0001488,2022-03-12,2022-03-13,DEU,Germany,HPAI,0.728,unverified,media_cluster,field,synthetic
BEACON-0001489,2022-03-10,2022-03-11,BEL,Belgium,HPAI,0.335,unverified,media_cluster,media,synthetic
BEACON-0001490,2022-03-10,2022-03-12,POL,Poland,HPAI,0.33,unverified,unusual_mortality,media,synthetic
BEACON-0001491,2022-03-07,2022-03-08,HUN,Hungary,HPAI,0.749,verified,media_cluster,media,synthetic
BEACON-0001492,2022-03-11,2022-03-11,SRB,Serbia,HPAI,0.426,verified,media_cluster,media,synthetic
BEACON-0001493,2022-03-08,2022-03-09,SRB,Serbia,HPAI,0.46,verified,media_cluster,media,synthetic
BEACON-0001494,2022-03-11,2022-03-13,MDA,Moldova,HPAI,0.254,unverified,syndromic,field,synthetic
BEACON-0001495,2022-03-08,2022-03-09,TUR,Türkiye,HPAI,0.724,unverified,trade_alert,official,synthetic
BEACON-0001496,2022-03-07,2022-03-07,EGY,Egypt,HPAI,0.225,unverified,unusual_mortality,media;official,synthetic
BEACON-0001497,2022-03-09,2022-03-10,TUN,Tunisia,HPAI,0.394,verified,unusual_mortality,media;official,synthetic
BEACON-0001498,2022-03-12,2022-03-13,TUN,Tunisia,HPAI,0.71,unverified,syndromic,media;official,synthetic
BEACON-0001499,2022-03-07,2022-03-08,TUN,Tunisia,HPAI,0.208,verified,syndromic,media,synthetic
BEACON-0001500,2022-03-12,2022-03-14,MAR,Morocco,HPAI,0.311,verified,media_cluster,official,synthetic
BEACON-0001501,2022-03-15,2022-03-16,DEU,Germany,HPAI,0.705,unverified,media_cluster,media,synthetic
BEACON-0001502,2022-03-17,2022-03-19,BEL,Belgium,HPAI,0.424,unverified,trade_alert,media,synthetic
BEACON-0001503,2022-03-15,2022-03-15,ITA,Italy,HPAI,0.394,unverified,unusual_mortality,media;official,synthetic
BEACON-0001504,2022-03-16,2022-03-16,ESP,Spain,HPAI,0.829,unverified,unusual_mortality,media,synthetic
BEACON-0001505,2022-03-17,2022-03-19,POL,Poland,HPAI,0.735,unverified,media_cluster,media,synthetic
BEACON-0001506,2022-03-16,2022-03-17,HUN,Hungary,HPAI,0.432,unverified,unusual_mortality,media,synthetic
BEACON-0001507,2022-03-16,2022-03-18,SRB,Serbia,HPAI,0.296,unverified,trade_alert,media,synthetic
BEACON-0001508,2022-03-19,2022-03-19,SRB,Serbia,HPAI,0.389,unverified,media_cluster,media,synthetic
BEACON-0001509,2022-03-16,2022-03-17,SRB,Serbia,HPAI,0.688,verified,trade_alert,media,synthetic
BEACON-0001510,2022-03-15,2022-03-17,SRB,Serbia,HPAI,0.226,unverified,media_cluster,media;official,synthetic
BEACON-0001511,2022-03-17,2022-03-19,RUS,Russian Federation,HPAI,0.714,verified,media_cluster,media;official,synthetic
BEACON-0001512,2022-03-15,2022-03-16,EGY,Egypt,HPAI,0.47,verified,media_cluster,media,synthetic
BEACON-0001513,2022-03-15,2022-03-16,EGY,Egypt,HPAI,0.393,verified,unusual_mortality,media;official,synthetic
BEACON-0001514,2022-03-19,2022-03-19,MAR,Morocco,HPAI,0.629,unverified,unusual_mortality,media,synthetic
BEACON-0001515,2022-03-24,2022-03-24,FRA,France,HPAI,0.477,unverified,trade_alert,media,synthetic
BEACON-0001516,2022-03-26,2022-03-26,DEU,Germany,HPAI,0.036,unverified,media_cluster,official,synthetic
BEACON-0001517,2022-03-25,2022-03-25,DEU,Germany,HPAI,0.15,unverified,media_cluster,media,synthetic
BEACON-0001518,2022-03-23,2022-03-25,ITA,Italy,HPAI,0.682,verified,unusual_mortality,media,synthetic
BEACON-0001519,2022-03-21,2022-03-23,POL,Poland,HPAI,0.527,verified,unusual_mortality,media,synthetic
BEACON-0001520,2022-03-24,2022-03-26,POL,Poland,HPAI,0.239,verified,unusual_mortality,media;official,synthetic
BEACON-0001521,2022-03-26,2022-03-28,HUN,Hungary,HPAI,0.55,verified,unusual_mortality,media;official,synthetic
BEACON-0001522,2022-03-23,2022-03-24,BGR,Bulgaria,HPAI,0.306,verified,media_cluster,official,synthetic
BEACON-0001523,2022-03-24,2022-03-24,SRB,Serbia,HPAI,0.393,unverified,syndromic,media,synthetic
BEACON-0001524,2022-03-21,2022-03-22,SRB,Serbia,HPAI,0.14,verified,unusual_mortality,media,synthetic
BEACON-0001525,2022-03-22,2022-03-23,MDA,Moldova,HPAI,0.332,unverified,unusual_mortality,media,synthetic
BEACON-0001526,2022-03-23,2022-03-24,TUR,Türkiye,HPAI,0.58,unverified,trade_alert,media;official,synthetic
BEACON-0001527,2022-03-26,2022-03-27,TUR,Türkiye,HPAI,0.682,unverified,unusual_mortality,media;official,synthetic
BEACON-0001528,2022-03-21,2022-03-23,GEO,Georgia,HPAI,0.555,verified,media_cluster,media,synthetic
BEACON-0001529,2022-03-24,2022-03-26,ISR,Israel,HPAI,0.616,unverified,media_cluster,media,synthetic
BEACON-0001530,2022-03-23,2022-03-23,ISR,Israel,HPAI,0.475,unverified,syndromic,media;official,synthetic
BEACON-0001531,2022-04-01,2022-04-03,FRA,France,HPAI,0.185,unverified,unusual_mortality,media;official,synthetic
BEACON-0001532,2022-04-02,2022-04-03,NLD,Netherlands,HPAI,0.431,verified,syndromic,media;official,synthetic
BEACON-0001533,2022-03-29,2022-03-29,ESP,Spain,HPAI,0.502,unverified,unusual_mortality,media;official,synthetic
BEACON-0001534,2022-03-28,2022-03-29,ESP,Spain,HPAI,0.699,unverified,media_cluster,field,synthetic
BEACON-0001535,2022-03-28,2022-03-28,POL,Poland,HPAI,0.384,unverified,media_cluster,media;official,synthetic
BEACON-0001536,2022-03-28,2022-03-30,SRB,Serbia,HPAI,0.135,verified,media_cluster,media,synthetic
BEACON-0001537,2022-04-02,2022-04-02,EGY,Egypt,HPAI,0.785,unverified,trade_alert,media,synthetic
BEACON-0001538,2022-04-01,2022-04-03,EGY,Egypt,HPAI,0.74,verified,unusual_mortality,official,synthetic
BEACON-0001539,2022-04-01,2022-04-02,TUN,Tunisia,HPAI,0.225,unverified,unusual_mortality,media,synthetic
BEACON-0001540,2022-04-05,2022-04-07,ROU,Romania,HPAI,0.658,verified,unusual_mortality,media,synthetic
BEACON-0001541,2022-04-05,2022-04-07,SRB,Serbia,HPAI,0.687,unverified,media_cluster,media,synthetic
BEACON-0001542,2022-04-04,2022-04-05,RUS,Russian Federation,HPAI,0.547,unverified,syndromic,media,synthetic
BEACON-0001543,2022-04-08,2022-04-10,EGY,Egypt,HPAI,0.559,verified,unusual_mortality,media,synthetic
BEACON-0001544,2022-04-07,2022-04-09,MAR,Morocco,HPAI,0.096,unverified,trade_alert,media;official,synthetic
BEACON-0001545,2022-04-11,2022-04-12,FRA,France,HPAI,0.198,unverified,media_cluster,official,synthetic
